bedroom,bathrooms,area,furnishing,avalable_for,address,floor_number,facing,floor_type,gate_community,corner_pro,parking,wheelchairadption,petfacility,aggDur,noticeDur,lightbill,powerbackup,propertyage,no_room,pooja_room,study_room,others,servant_room,store_room,maintenance_amt,brok_amt,deposit_amt,mnt_amt,rent
3,3,1340,Semifurnished,All,"Pride Platinum, Baner, , Pune, Maharashtra",2,East,Vitrified,Yes,No,1,None,Yes,11,1,0,2,5 to 10 Year Old,0,0,1,0,0,0,Maintenance 1/ (/ month,28000,80000,1,27999
2,2,800,Unfurnished,Family Only,"Kohinoor Village, Manjri BK, , Pune, Maharashtra",5,East,Vitrified,Yes,No,0,None,None,24,0,0,2,5 to 10 Year Old,1,0,0,0,0,0,0,0,0,0,12000
2,2,820,Semifurnished,"Family , Bachelors (Women Only)","F5 Epic, Wagholi, , Pune, Maharashtra",6,South-East,Vitrified,Yes,No,1,None,None,11,1,0,1,1 to 5 Year Old,0,0,0,1,0,0,0,13000,30000,0,13000
1,1,600,Unfurnished,All,"on request, Raghoba Patil Nagar, , Pune, Maharashtra",2,South,Not provided,Yes,No,1,None,None,0,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,15000,0,6500
1,1,0,Unfurnished,Family Only,"Malekar Wadi, , Pune, Maharashtra",0,No Direction,Not provided,No,No,0,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,15000,0,8500
2,2,0,Furnished,All,"Magarpatta City Iris, Magarpatta, , Pune, Maharashtra",8,South,Vitrified,Yes,Yes,1,None,None,11,1,1,2,10+ Year Old,1,0,0,0,0,0,0,0,50000,0,23000
2,1,0,Unfurnished,Family Only,"pimpri kharalwadi, Pimpri, , Pune, Maharashtra",6,No Direction,Not provided,No,No,1,None,None,0,0,1,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,0,0,14000
2,2,0,Semifurnished,Family Only,"Kolte Patil Ivy Apartments, Wagholi, , Pune, Maharashtra",2,No Direction,Not provided,Yes,No,1,None,None,11,1,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,3,0,14600
2,2,1100,Semifurnished,Family Only,"Mahi Tower, Erandwane, , Pune, Maharashtra",5,South-West,Vitrified,No,No,1,None,None,36,1,0,2,1 to 5 Year Old,0,1,0,0,0,0,Maintenance 500/ (/ month,38000,125000,500,27000
2,2,0,Semifurnished,Family Only,"Tridev Apartment, Kothrud, , Pune, Maharashtra",2,No Direction,Not provided,No,No,0,None,None,0,0,0,0,10+ Year Old,1,0,0,0,0,0,0,0,30000,0,16000
3,3,1150,Unfurnished,Family Only,"Acropolis Purple Nine Hills, Mohamadwadi, , Pune, Maharashtra",2,East,Vitrified,Yes,Yes,1,Yes,Yes,22,1,0,1,1 to 5 Year Old,1,0,0,0,0,0,0,30000,100000,0,30000
1,1,0,Semifurnished,All,"Shri Rosewood Park, Wagholi, , Pune, Maharashtra",2,No Direction,Not provided,No,No,1,None,None,0,0,0,0,Under Construction,1,0,0,0,0,0,0,0,3,0,8000
2,2,0,Unfurnished,All,"Shri Ganga Galaxy, Vadgaon Budruk, , Pune, Maharashtra",2,No Direction,Not provided,No,No,1,None,None,0,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,2,0,10000
2,2,0,Semifurnished,Family Only,"Green County, Bhekrai Nagar, , Pune, Maharashtra",7,North,Marble,Yes,No,1,None,Yes,11,1,1,1,1 to 5 Year Old,1,0,0,0,0,0,0,0,35000,0,14500
2,2,775,Unfurnished,Family Only,"Sai Heritage, Walhekarwadi, , Pune, Maharashtra",3,North-East,Ceramic,Yes,No,1,None,None,11,1,1,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,30000,0,13000
2,2,888,Unfurnished,All,"Kalpataru Harmony, Kaspate Vasti, , Pune, Maharashtra",9,East,Vitrified,Yes,Yes,1,Yes,Yes,11,1,0,1,1 to 5 Year Old,1,0,0,0,0,0,0,20000,50000,0,20000
2,2,750,Unfurnished,"Family , Bachelors (Women Only)","Bhosale Nagar, , Pune, Maharashtra",0,East,Not provided,Yes,No,0,None,None,0,0,1,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,50000,0,18000
1,1,0,Semifurnished,Family Only,"shree ganesh vihar society, Hadapsar, , Pune, Maharashtra",3,No Direction,Not provided,No,No,0,None,None,0,0,1,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,0,0,8500
3,3,1350,Unfurnished,All,"Bramha Avenue, NIBM, , Pune, Maharashtra",9,East,Vitrified,Yes,No,1,Yes,Yes,11,1,0,2,5 to 10 Year Old,0,0,0,0,0,1,Maintenance 2800/ (/ month,45000,3,2800,27000
2,2,0,Unfurnished,Family Only,"Anusaya Park, Rakshak Nagar, , Pune, Maharashtra",2,North-East,Ceramic,No,No,0,None,None,36,3,0,0,10+ Year Old,1,0,0,0,0,0,Maintenance 500/ (/ month,0,30000,500,15000
2,2,810,Semifurnished,Family Only,"Kamdhenu Jasmine, Pimple Saudagar, , Pune, Maharashtra",3,East,Not provided,Yes,No,1,None,Yes,11,2,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,40000,0,18000
2,2,0,Semifurnished,"Family , Bachelors (Women Only)","Megapolis Smart Homes 1, Phase-3 Hinjewadi , , Pune, Maharashtra",1,No Direction,Vitrified,Yes,No,1,None,None,11,1,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,30000,0,12000
2,2,886,Semifurnished,Family Only,"Samatahnagar Co-op Housing Society, Sinhagad Road, , Pune, Maharashtra",1,East,Vitrified,Yes,Yes,1,None,Yes,36,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,50000,0,17000
3,3,0,Furnished,Family Only,"Karia Konark Krish, Keshav Nagar, , Pune, Maharashtra",6,No Direction,Not provided,No,No,1,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,200000,0,40000
2,2,853,Unfurnished,"Family , Bachelors (Women Only)","Sneha Vihar, Dangat Patil Nagar, , Pune, Maharashtra",7,South,Not provided,No,No,1,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,Maintenance 1000/ (/ month,0,30000,1000,8500
2,2,640,Furnished,Bachelors (Men/Women),"Megapolis Sparklet, Hinjewadi, , Pune, Maharashtra",1,West,Polished concrete,Yes,No,0,None,None,11,1,1,2,1 to 5 Year Old,1,0,0,0,0,0,0,0,30000,0,12000
2,2,0,Furnished,Family Only,"Sai Shivam , Rahatani, , Pune, Maharashtra",6,No Direction,Not provided,No,No,1,None,None,0,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,50000,0,18000
2,2,0,Semifurnished,Family Only,"Atul Alcove, Pimple Saudagar, , Pune, Maharashtra",6,North,Not provided,Yes,No,0,Yes,Yes,0,0,0,2,1 to 5 Year Old,1,0,0,0,0,0,0,15000,50000,0,15500
1,1,0,Semifurnished,All,"Rahul Terrace, Rahul Terrace Koregaon Park Lane 7, , Pune, Maharashtra",3,North,Marble,Yes,Yes,1,Yes,Yes,12,1,0,1,5 to 10 Year Old,1,0,0,0,0,0,Maintenance 100/ (/ month,20000,4,100,20000
2,2,0,Unfurnished,Family Only,"on request, Lohegaon, , Pune, Maharashtra",3,South-West,Not provided,No,No,1,None,None,0,0,0,0,0 to 1 Year Old,1,0,0,0,0,0,0,0,30000,0,10000
2,1,750,Unfurnished,"Family , Bachelors (Women Only)","Prabhas Oasis, Manjari Budruk, , Pune, Maharashtra",3,North,Others,No,No,0,None,Yes,11,1,0,0,1 to 5 Year Old,0,1,1,0,0,0,0,0,20000,0,9000
2,2,0,Semifurnished,Family Only,"Khinvasara Ravi Park, Wanowrie, , Pune, Maharashtra",2,East,Vitrified,Yes,No,1,None,None,11,1,0,1,5 to 10 Year Old,1,0,0,0,0,0,0,28000,75000,0,18000
1,1,630,Unfurnished,Family Only,"omkar heights Kharadi Pune, O Hadapasar chandan nagar bypassb, thite wasti , Behinde Bank of Baroda, , Pune, Maharashtra",4,No Direction,Not provided,No,No,1,None,None,11,2,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,20000,0,10500
1,1,410,Semifurnished,All,"Goel Gangapuram CHS, Clover Park, , Pune, Maharashtra",1,No Direction,Not provided,Yes,No,1,Yes,Yes,0,1,0,0,10+ Year Old,1,0,0,0,0,0,0,10000,3,0,10000
2,2,900,Semifurnished,All,"Magarpatta city Daffodils B- wing Flat number -608, Daffodils building, , Pune, Maharashtra",6,South,Ceramic,Yes,Yes,1,None,None,11,1,1,2,5 to 10 Year Old,1,0,0,0,0,0,0,0,0,0,24000
2,2,850,Semifurnished,Family Only,"Pride Purple Park Ivory, Wakad, , Pune, Maharashtra",1,North-East,Vitrified,Yes,No,1,None,None,0,1,0,1,1 to 5 Year Old,1,0,0,0,0,0,0,25000,3,0,25000
2,2,850,Unfurnished,Family Only,"Nyati Evara, NIBM, , Pune, Maharashtra",1,East,Vitrified,Yes,Yes,1,Yes,Yes,11,1,0,2,0 to 1 Year Old,0,0,1,0,0,0,0,15000,45000,0,15000
2,2,0,Semifurnished,All,"Pimple Nilakh, , Pune, Maharashtra",0,No Direction,Not provided,Yes,No,1,None,None,0,0,0,0,10+ Year Old,1,0,0,0,0,0,Maintenance 2000/ (/ month,0,2,2000,28000
2,2,900,Unfurnished,Family Only,"Manikchand Malabar Hills, Lullanagar, , Pune, Maharashtra",8,East,Vitrified,Yes,Yes,1,Yes,Yes,11,1,0,1,10+ Year Old,1,0,0,0,0,0,0,21000,60000,0,21000
2,2,850,Furnished,All,"Rohan Mithila, Mhada Colony, , Pune, Maharashtra",5,East,Vitrified,Yes,No,1,None,Yes,12,1,0,1,1 to 5 Year Old,0,0,0,1,0,0,Maintenance 100/ ((one time fee,26000,75000,100,26000
1,1,785,Unfurnished,All,"Poornima Park Hsg Society, Salisbury Park, , Pune, Maharashtra",0,East,Others,Yes,Yes,1,Yes,Yes,0,1,0,0,10+ Year Old,1,0,0,0,0,0,0,0,0,0,13500
1,1,646,Unfurnished,Family Only,"Jai Ganesh plaza, Kondhwa Budruk, , Pune, Maharashtra",3,North-West,Vitrified,Yes,No,1,None,None,12,1,0,0,10+ Year Old,1,0,0,0,0,0,0,0,35000,0,11500
3,3,1936,Semifurnished,"Family , Bachelors (Women Only)","Nandan Prospera Gold, Baner, , Pune, Maharashtra",3,West,Not provided,No,No,1,None,None,11,0,0,0,0 to 1 Year Old,1,0,0,0,0,0,0,0,0,0,48000
2,2,760,Semifurnished,"Family , Bachelors (Women Only)","Megapolis Sparklet, Hinjewadi, , Pune, Maharashtra",3,East,Ceramic,Yes,No,1,None,None,0,0,0,1,1 to 5 Year Old,1,0,0,0,0,0,0,0,3,0,16000
1,1,0,Unfurnished,Family Only,"Tirupati Township, Vishrantwadi, , Pune, Maharashtra",5,South-East,Vitrified,Yes,Yes,1,None,None,0,0,1,1,5 to 10 Year Old,0,1,0,0,0,0,Maintenance 1000/ (/ month,15000,40000,1000,15000
3,2,1000,Semifurnished,All,"33 Milestone, Wakad, , Pune, Maharashtra",6,East,Vitrified,Yes,No,1,None,Yes,1,1,0,1,1 to 5 Year Old,1,0,0,0,0,0,0,0,50000,0,18000
1,1,590,Unfurnished,Family Only,"Dhankawade Patil township, Balajinagar, pune satara road,pune, , Pune, Maharashtra",1,East,Ceramic,Yes,No,0,None,None,24,1,0,1,5 to 10 Year Old,0,0,0,1,0,0,Maintenance 1000/ (/ month,0,35000,1000,13000
2,2,0,Semifurnished,Family Only,"Shivamrut Krupa Society, Karve Road, , Pune, Maharashtra",2,No Direction,Not provided,No,No,1,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,3,0,18000
3,3,1350,Unfurnished,Family Only,"Eisha Bella Vista, NIBM, , Pune, Maharashtra",7,North-East,Vitrified,Yes,No,1,Yes,Yes,11,1,0,2,5 to 10 Year Old,0,0,0,0,0,1,Maintenance 1500/ (/ month,20000,50000,1500,20000
1,1,350,Furnished,Bachelors (Men Only),"Ganga Terrace CHS, Pingale Wasti, , Pune, Maharashtra",3,East,Others,Yes,No,0,None,None,11,1,0,0,5 to 10 Year Old,0,0,1,0,0,0,0,12500,25000,0,12500
4,4,0,Furnished,Family Only,"Hadapsar, Kirtane Baugh, , Pune, Maharashtra",8,No Direction,Not provided,No,No,0,None,None,0,0,1,0,10+ Year Old,1,0,0,0,0,0,0,0,150000,0,52000
1,1,700,Unfurnished,All,"Rajyog socity Warje , Warje, , Pune, Maharashtra",2,East,Vitrified,No,No,0,None,None,11,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,0,0,9000
3,3,1200,Semifurnished,All,"Ruikar Twin Towers, Aundh, , Pune, Maharashtra",4,North-East,Vitrified,No,No,1,None,None,11,1,0,2,5 to 10 Year Old,1,0,0,0,0,0,0,30000,100000,0,30000
2,2,0,Semifurnished,Family Only,"Nyati Elysia, Kharadi, , Pune, Maharashtra",1,East,Vitrified,Yes,Yes,1,Yes,Yes,11,1,0,2,0 to 1 Year Old,1,0,0,0,0,0,0,12500,3,0,22000
1,1,550,Semifurnished,All,"Lalwani Residency, Sopan Nagar, , Pune, Maharashtra",4,West,Others,Yes,No,1,None,None,11,3,0,1,10+ Year Old,1,0,0,0,0,0,0,0,0,0,14000
2,1,770,Semifurnished,Family Only,"Goyal Darshan Nagari, Keshav Nagar, , Pune, Maharashtra",0,No Direction,Ceramic,Yes,Yes,1,None,None,0,1,1,0,10+ Year Old,1,0,0,0,0,0,0,0,35000,0,14200
2,2,750,Semifurnished,All,"Nigdi Pradhikaran, Nigdi, , Pune, Maharashtra",2,East,Not provided,Yes,Yes,1,Yes,Yes,0,1,0,2,5 to 10 Year Old,1,0,0,0,0,0,0,0,30000,0,16000
3,3,0,Semifurnished,All,"Pegasus Megapolis Serenity, Phase-3 Hinjewadi , , Pune, Maharashtra",4,No Direction,Not provided,No,No,1,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,60000,0,21000
2,2,729,Semifurnished,Family Only,"Vilas Javdekar Palash Boulevard, Pirangut, , Pune, Maharashtra",1,East,Vitrified,Yes,No,0,None,None,0,0,0,1,1 to 5 Year Old,1,0,0,0,0,0,0,0,0,0,9000
3,3,1750,Semifurnished,All,"Marvel Zephyr, Kharadi, , Pune, Maharashtra",8,North-East,Wood,Yes,Yes,2,Yes,Yes,2,2,0,2,1 to 5 Year Old,1,0,0,0,0,0,0,32000,100000,0,32000
2,2,650,Unfurnished,Family Only,"Ayshwaryam hamara, Moshi, , Pune, Maharashtra",4,No Direction,Not provided,No,No,1,None,None,11,1,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,0,0,10000
2,2,1100,Semifurnished,All,"Surya Atlantis City, Dhanori, , Pune, Maharashtra",8,East,Vitrified,Yes,No,1,Yes,Yes,11,1,0,1,0 to 1 Year Old,0,0,0,1,0,0,Maintenance 100/ ((one time fee,20000,60000,100,20000
2,2,0,Unfurnished,Family Only,"Amanora Trendy Homes, Hadapsar, , Pune, Maharashtra",6,No Direction,Not provided,No,No,1,None,None,0,0,1,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,0,0,22000
1,1,500,Unfurnished,All,"On Request, Postal Colony, , Pune, Maharashtra",2,South-West,Marble,Yes,No,1,None,None,0,0,0,1,0 to 1 Year Old,0,0,0,1,0,0,0,1,20000,0,10000
3,3,0,Semifurnished,All,"Fortaleza Apartment, Kalyani Nagar, , Pune, Maharashtra",6,East,Vitrified,Yes,No,1,Yes,Yes,11,1,0,1,1 to 5 Year Old,0,0,0,1,0,0,0,33000,75000,0,33000
3,3,0,Semifurnished,Family Only,"Kumar Princetown Royal, NIBM, , Pune, Maharashtra",5,East,Vitrified,Yes,No,1,None,None,11,1,0,2,1 to 5 Year Old,0,0,0,1,0,0,0,1,100000,0,27000
2,2,600,Unfurnished,All,"Alphine Aura , Moshi, , Pune, Maharashtra",4,East,Not provided,Yes,No,1,Yes,Yes,0,0,0,2,1 to 5 Year Old,0,0,1,0,0,0,0,0,0,0,8000
2,2,1050,Furnished,Family Only,"Kalpataru Estate, Pimple Gurav, , Pune, Maharashtra",1,South,Not provided,No,No,1,None,None,11,0,0,0,1 to 5 Year Old,0,0,0,1,0,0,0,20000,50000,0,20000
3,3,0,Unfurnished,All,"Gajraj Mayur Pankh, Kondhwa, , Pune, Maharashtra",2,East,Vitrified,Yes,No,1,None,None,11,1,0,2,5 to 10 Year Old,1,0,0,0,0,0,0,20000,60000,0,20000
1,1,0,Semifurnished,Family Only,"Chandrangan Swaroop, Ambegaon Budruk, , Pune, Maharashtra",5,East,Vitrified,Yes,Yes,1,Yes,Yes,11,1,0,1,1 to 5 Year Old,1,0,0,0,0,0,0,10000,30000,0,10000
2,2,850,Unfurnished,"Family , Bachelors (Women Only)","Ravinanda Skylights, Wagholi, , Pune, Maharashtra",9,East,Marble,No,No,0,None,None,12,2,0,2,0 to 1 Year Old,1,0,0,0,0,0,0,0,30000,0,12000
1,1,580,Semifurnished,Family Only,"Anandvan Housing Society, Chinchwad, , Pune, Maharashtra",2,East,Others,Yes,Yes,1,None,None,0,1,1,0,10+ Year Old,1,0,0,0,0,0,Maintenance 700/ (/ month,0,25000,700,9800
2,2,0,Semifurnished,Family Only,"Shree Venkatesh Regalia, Shankar Kalat Nagar, , Pune, Maharashtra",8,North-East,Ceramic,Yes,No,1,None,None,24,1,0,1,1 to 5 Year Old,1,0,0,0,0,0,0,0,50000,0,20000
3,2,1380,Semifurnished,Family Only,"Vaishnavi Sai Royale, Wanowrie, , Pune, Maharashtra",6,East,Vitrified,Yes,No,1,Yes,Yes,24,1,0,1,1 to 5 Year Old,0,0,0,1,0,0,Maintenance 2500/ (/ month,35000,90000,2500,30000
2,2,0,Semifurnished,Family Only,"Nyati Elan, Wagholi, , Pune, Maharashtra",2,No Direction,Vitrified,Yes,Yes,1,Yes,Yes,11,1,0,1,1 to 5 Year Old,1,0,0,0,0,0,0,0,35000,0,15500
2,2,837,Semifurnished,All,"Air Castle, Hinjewadi Phase 1, , Pune, Maharashtra",7,South-East,Spartex,Yes,No,1,Yes,None,11,1,0,1,1 to 5 Year Old,1,0,0,0,0,0,0,0,50000,0,16000
1,1,0,Unfurnished,"Family , Bachelors (Men Only)","New Sanghvi, , Pune, Maharashtra",0,No Direction,Not provided,No,No,1,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,3,0,7000
2,2,901.65,Unfurnished,All,"Vibrant Casa Vibrante, NIBM, , Pune, Maharashtra",1,No Direction,Not provided,No,No,1,None,None,11,1,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,26000,3,0,13000
2,2,0,Semifurnished,All,"DSK Sundarban Phase 1, Hadapsar, , Pune, Maharashtra",4,No Direction,Not provided,No,No,1,None,None,0,0,0,0,10+ Year Old,1,0,0,0,0,0,0,0,50000,0,20000
1,1,0,Unfurnished,Family Only,"Ganeshnagar wadgaonsheri, Near santosh biryani house, , Pune, Maharashtra",0,No Direction,Not provided,No,No,0,None,None,11,0,1,0,0 to 1 Year Old,1,0,0,0,0,0,0,0,0,0,8500
2,2,920,Unfurnished,All,"Magarpatta City Iris, Magarpatta, , Pune, Maharashtra",6,North,Vitrified,Yes,No,1,None,None,11,1,0,2,5 to 10 Year Old,0,0,0,1,0,0,0,1,3,0,17000
2,2,800,Unfurnished,Family Only,"Nyati Elan, Wagholi, , Pune, Maharashtra",4,No Direction,Not provided,No,No,1,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,15500,0,0,15500
2,2,700,Semifurnished,All,"Lily Apartment, Tingre Nagar, , Pune, Maharashtra",2,East,Vitrified,Yes,No,0,None,Yes,11,1,0,0,10+ Year Old,1,0,0,0,0,0,Maintenance 500/ (/ month,0,30000,500,16000
1,1,0,Unfurnished,Family Only,"Achal Farm Society, Ambegaon Kh, , Pune, Maharashtra",1,East,Ceramic,Yes,No,1,None,None,11,1,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,15000,0,5500
1,1,465,Furnished,All,"Amanora Metro Towers, Hadapsar, , Pune, Maharashtra",1,No Direction,Not provided,No,No,1,None,None,11,0,0,0,10+ Year Old,1,0,0,0,0,0,0,0,35000,0,13000
2,2,600,Unfurnished,Family Only,"nakshatra, Bopkhel, , Pune, Maharashtra",6,West,Vitrified,Yes,Yes,0,None,None,11,1,1,1,0 to 1 Year Old,1,0,0,0,0,0,Maintenance 1000/ (/ month,0,30000,1000,12000
2,2,804,Semifurnished,All,"Icon Viva, Hinjewadi, , Pune, Maharashtra",8,South-East,Granite,No,No,1,None,None,11,1,0,1,0 to 1 Year Old,1,0,0,0,0,0,0,0,3,0,23000
2,2,802,Semifurnished,Family Only,"Galaxy one, Kharadi, , Pune, Maharashtra",1,East,Vitrified,Yes,Yes,1,Yes,Yes,11,1,0,1,1 to 5 Year Old,0,0,1,0,0,0,0,2,3,0,25000
2,1,0,Semifurnished,All,"Aayush Park II Society Talegaon Dabhade, Talegaon Dabhade, , Pune, Maharashtra",5,East,Marble,Yes,No,1,None,None,24,2,0,2,1 to 5 Year Old,1,0,0,0,0,0,0,0,20000,0,7500
2,2,0,Unfurnishe,Family Only,"Xrbia Hinjewadi, Hinjewadi, , Pune, Maharashtra",1,South-East,Not provided,Yes,No,0,None,None,33,2,0,2,1 to 5 Year Old,1,0,0,0,0,0,0,0,40000,0,7500
1,1,0,Unfurnished,None,"Milind Chintamani Apartment, Baner, , Pune, Maharashtra",3,East,Not provided,No,No,0,None,None,0,0,1,0,10+ Year Old,1,0,0,0,0,0,Maintenance 1200/ (/ month,0,0,1200,8300
1,1,0,Semifurnished,All,"Wadgaon Budruk, , Pune, Maharashtra",2,No Direction,Not provided,No,No,0,None,None,0,0,0,0,10+ Year Old,1,0,0,0,0,0,0,0,20000,0,7000
2,2,0,Furnished,Family Only,"Crown CHS, Yerwada, , Pune, Maharashtra",4,No Direction,Not provided,No,No,1,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,50000,0,23000
2,2,800,Unfurnished,Family Only,"Solace Park, B.T Kawade Road, , Pune, Maharashtra",4,No Direction,Not provided,No,No,1,None,None,0,0,0,0,5 to 10 Year Old,0,0,0,1,0,0,Maintenance 1200/ (/ month,18000,50000,1200,18000
