Date,Open,High,Low,Close,Adj Close,Volume
1962-06-08,4.719567,4.792862,4.719567,4.732314,1.047348,1223820
1962-06-11,4.732314,4.741874,4.569790,4.576163,1.012789,1247355
1962-06-12,4.525175,4.525175,4.271829,4.271829,0.945434,3483180
1962-06-13,4.271829,4.372212,4.107712,4.112492,0.910171,4589325
1962-06-14,4.112492,4.228808,3.824092,3.900574,0.863269,6989895
1962-06-15,3.900574,4.263862,3.830465,4.251115,0.940850,6621180
1962-06-18,4.251115,4.330784,4.047164,4.203314,0.930271,4989420
1962-06-19,4.203314,4.282983,4.155513,4.282983,0.947904,2204445
1962-06-20,4.282983,4.369025,4.181007,4.181007,0.925334,3200760
1962-06-21,4.130019,4.130019,4.018483,4.024857,0.890775,3883275
1962-06-22,4.024857,4.098152,3.957935,4.079031,0.902764,3530250
1962-06-25,4.079031,4.282983,4.021670,4.238368,0.938030,3969570
1962-06-26,4.238368,4.321224,4.079031,4.079031,0.902764,3381195
1962-06-27,4.085405,4.244742,4.085405,4.244742,0.939439,3098775
1962-06-28,4.273423,4.442320,4.273423,4.384959,0.970473,4275525
1962-06-29,4.384959,4.429573,4.311663,4.324410,0.957071,2957565
1962-07-02,4.324410,4.461440,4.314850,4.461440,0.987399,1459170
1962-07-03,4.461440,4.509242,4.435946,4.480561,0.991631,2706525
1962-07-05,4.480561,4.499681,4.445507,4.461440,0.987399,2110305
1962-07-06,4.410453,4.410453,4.359465,4.397706,0.973293,1702365
1962-07-09,4.397706,4.467814,4.346718,4.464627,0.988104,1976940
1962-07-10,4.541109,4.611217,4.541109,4.572976,1.012084,3192915
1962-07-11,4.572976,4.773741,4.553856,4.772148,1.056165,3467490
1962-07-12,4.783301,4.968133,4.783301,4.831103,1.069213,3451800
1962-07-13,4.831103,4.862970,4.748247,4.796048,1.061454,2204445
1962-07-16,4.796048,4.875717,4.748247,4.875717,1.079087,1733745
1962-07-17,4.875717,4.901211,4.716380,4.717973,1.044175,1788660
1962-07-18,4.717973,4.741874,4.614404,4.655832,1.030422,2549625
1962-07-19,4.681326,4.792862,4.681326,4.684512,1.036770,2298585
1962-07-20,4.697259,4.767368,4.697259,4.741874,1.049465,713895
1962-07-23,4.741874,4.805609,4.735500,4.754621,1.052286,878640
1962-07-24,4.729127,4.729127,4.630338,4.630338,1.024779,933555
1962-07-25,4.630338,4.697259,4.572976,4.684512,1.036770,1969095
1962-07-26,4.706820,4.754621,4.706820,4.710006,1.042411,996315
1962-07-27,4.710006,4.791268,4.706820,4.791268,1.060396,996315
1962-07-30,4.821542,4.937859,4.821542,4.937859,1.092839,2981100
1962-07-31,4.937859,5.015934,4.933078,4.933078,1.091781,2902650
1962-08-01,4.920331,4.920331,4.796048,4.796048,1.061454,1278735
1962-08-02,4.799235,4.917145,4.799235,4.917145,1.088255,1561155
1962-08-03,4.917145,4.939452,4.869344,4.907584,1.086138,996315
1962-08-06,4.907584,4.926705,4.837476,4.843850,1.072033,6911445
1962-08-07,4.839069,4.839069,4.757808,4.757808,1.053198,964935
1962-08-08,4.757808,4.882091,4.722753,4.866157,1.077183,1655295
1962-08-09,4.862970,4.862970,4.781708,4.799235,1.062369,1349340
1962-08-10,4.799235,4.840663,4.781708,4.789675,1.060253,1027695
1962-08-13,4.792862,4.840663,4.792862,4.827916,1.068718,1066920
1962-08-14,4.827916,4.920331,4.819949,4.920331,1.089175,1984785
1962-08-15,4.926705,5.025494,4.926705,4.926705,1.090586,2455485
1962-08-16,4.926705,5.006373,4.917145,4.923518,1.089881,1333650
1962-08-17,4.923518,4.990440,4.920331,4.964946,1.099051,933555
1962-08-20,4.990440,5.063735,4.990440,5.019120,1.111043,1890645
1962-08-21,5.019120,5.073295,4.996813,5.006373,1.108222,1357185
1962-08-22,5.015934,5.245379,5.015934,5.213512,1.154074,3459645
1962-08-23,5.213512,5.286807,5.191205,5.232632,1.158306,3059550
1962-08-24,5.232632,5.239006,5.194391,5.213512,1.154074,1310115
1962-08-27,5.213512,5.248566,5.194391,5.200765,1.151252,957090
1962-08-28,5.197578,5.197578,5.015934,5.015934,1.110337,2879115
1962-08-29,5.015934,5.047801,4.949012,4.984066,1.103283,2635920
1962-08-30,4.984066,5.028681,4.933078,4.942639,1.094114,996315
1962-08-31,4.952199,5.070108,4.952199,5.050988,1.118098,1286580
1962-09-04,5.050988,5.117909,4.920331,4.939452,1.093408,1702365
1962-09-05,4.939452,4.996813,4.862970,4.882091,1.080711,2353500
1962-09-06,4.882091,4.956979,4.856597,4.945825,1.094819,1898490
1962-09-07,4.945825,4.982473,4.872530,4.872530,1.078594,1380720
1962-09-10,4.872530,4.929892,4.811982,4.898024,1.084237,1890645
1962-09-11,4.898024,4.942639,4.856597,4.869344,1.077888,1616070
1962-09-12,4.875717,4.926705,4.875717,4.890057,1.082474,1365030
1962-09-13,4.890057,4.926705,4.886871,4.888464,1.082121,886485
1962-09-14,4.888464,4.958572,4.882091,4.949012,1.095524,1145370
1962-09-17,4.958572,5.044614,4.958572,5.035054,1.114571,1529775
1962-09-18,5.035054,5.097196,4.990440,4.996813,1.106105,2384880
1962-09-19,4.996813,5.015934,4.923518,4.923518,1.089881,1537620
1962-09-20,4.923518,4.964946,4.872530,4.878904,1.080006,925710
1962-09-21,4.875717,4.875717,4.786488,4.802422,1.063075,2235825
1962-09-24,4.748247,4.748247,4.611217,4.614404,1.021454,2745750
1962-09-25,4.614404,4.706820,4.576163,4.706820,1.041912,2557470
1962-09-26,4.706820,4.713193,4.531549,4.531549,1.003113,2149530
1962-09-27,4.531549,4.585723,4.442320,4.461440,0.987594,3012480
1962-09-28,4.464627,4.544296,4.464627,4.506055,0.997470,1482705
1962-10-01,4.506055,4.506055,4.337157,4.338751,0.960436,1937715
1962-10-02,4.375398,4.477374,4.375398,4.466221,0.988653,2965410
1962-10-03,4.466221,4.537922,4.423199,4.442320,0.983361,1882800
1962-10-04,4.442320,4.563416,4.423199,4.560229,1.009462,1365030
1962-10-05,4.560229,4.612811,4.528362,4.592097,1.016517,1820040
1962-10-08,4.592097,4.608031,4.576163,4.585723,1.015106,666825
1962-10-09,4.601657,4.684512,4.601657,4.668579,1.033447,1239510
1962-10-10,4.668579,4.738687,4.553856,4.577757,1.013342,1898490
1962-10-11,4.577757,4.633525,4.528362,4.537922,1.004525,1427790
1962-10-12,4.537922,4.547482,4.486934,4.528362,1.002408,1090455
1962-10-15,4.550669,4.678139,4.550669,4.678139,1.035564,972780
1962-10-16,4.678139,4.697259,4.557043,4.557043,1.008756,1317960
1962-10-17,4.557043,4.652645,4.531549,4.608031,1.020044,1443480
1962-10-18,4.608031,4.639898,4.526769,4.526769,1.002055,1027695
1962-10-19,4.526769,4.537922,4.435946,4.437540,0.982304,2479020
1962-10-22,4.396112,4.396112,4.318037,4.372212,0.967843,2871270
1962-10-23,4.372212,4.372212,4.206501,4.206501,0.931160,2635920
1962-10-24,4.206501,4.333971,4.104525,4.333971,0.959377,3859740
1962-10-25,4.333971,4.340344,4.231995,4.314850,0.955144,2800665
1962-10-26,4.295730,4.295730,4.196941,4.225621,0.935393,1623915
1962-10-29,4.308477,4.394519,4.308477,4.391332,0.972075,3687150
1962-10-30,4.391332,4.486934,4.348311,4.483748,0.992532,2769285
1962-10-31,4.474187,4.474187,4.388145,4.410453,0.976308,1231665
1962-11-01,4.410453,4.486934,4.359465,4.486934,0.993238,2086770
1962-11-02,4.486934,4.714786,4.423199,4.553856,1.008051,3279210
1962-11-05,4.579350,4.643085,4.579350,4.608031,1.020257,1812195
1962-11-07,4.608031,4.671765,4.537922,4.604844,1.019552,1827885
1962-11-08,4.604844,4.652645,4.528362,4.528362,1.002618,1333650
1962-11-09,4.550669,4.608031,4.550669,4.604844,1.019552,1153215
1962-11-12,4.659018,4.767368,4.659018,4.760994,1.054125,2275050
1962-11-13,4.760994,4.786488,4.674952,4.674952,1.035075,2212290
1962-11-14,4.681326,4.786488,4.681326,4.773741,1.056947,1929870
1962-11-15,4.773741,4.835883,4.748247,4.748247,1.051303,2180910
1962-11-16,4.748247,4.824729,4.703633,4.824729,1.068237,1569000
1962-11-19,4.824729,4.824729,4.741874,4.741874,1.049893,980625
1962-11-20,4.767368,4.823136,4.767368,4.797642,1.062240,1176750
1962-11-21,4.797642,4.840663,4.773741,4.808795,1.064709,1670985
1962-11-23,4.808795,4.945825,4.783301,4.945825,1.095049,2894805
1962-11-26,4.945825,5.031867,4.926705,4.955386,1.097166,2243670
1962-11-27,4.955386,5.044614,4.926705,5.031867,1.114099,1812195
1962-11-28,5.041428,5.111536,5.041428,5.066922,1.121861,2784975
1962-11-29,5.066922,5.111536,5.057361,5.111536,1.131738,1835730
1962-11-30,5.111536,5.121096,5.063735,5.079669,1.124682,1365030
1962-12-03,5.028681,5.028681,4.974506,4.990440,1.104926,1349340
1962-12-04,5.003187,5.109943,5.003187,5.101976,1.129621,1843575
1962-12-05,5.101976,5.175271,5.082855,5.082855,1.125388,2243670
1962-12-06,5.082855,5.146590,5.073295,5.079669,1.124682,1451325
1962-12-07,5.079669,5.133843,5.066922,5.066922,1.121861,1168905
1962-12-10,5.066922,5.108349,4.958572,4.958572,1.097871,1545465
1962-12-11,4.958572,5.003187,4.923518,4.939452,1.093638,1184595
1962-12-12,4.964946,5.028681,4.964946,5.019120,1.111277,808035
1962-12-13,5.019120,5.044614,4.939452,4.945825,1.095049,1176750
1962-12-14,4.945825,4.980880,4.913958,4.964946,1.099282,1043385
1962-12-17,4.964946,4.996813,4.894837,4.907584,1.086582,949245
1962-12-18,4.907584,4.949012,4.862970,4.872530,1.078821,917865
1962-12-19,4.872530,5.003187,4.872530,4.998407,1.106691,1012005
1962-12-20,4.998407,5.060548,4.998407,4.998407,1.106691,1333650
1962-12-21,4.998407,5.015934,4.910771,4.910771,1.087287,941400
1962-12-24,4.944232,5.022307,4.944232,5.022307,1.111983,713895
1962-12-26,5.022307,5.060548,5.000000,5.019120,1.111277,760965
1962-12-27,5.019120,5.044614,4.964946,4.984066,1.103515,823725
1962-12-28,4.984066,5.009560,4.977693,5.003187,1.107749,611910
1962-12-31,5.003187,5.031867,4.964946,4.971319,1.100693,1098300
1963-01-02,4.971319,4.971319,4.898024,4.904398,1.085876,2502555
1963-01-03,4.913958,5.054175,4.913958,5.054175,1.119038,1176750
1963-01-04,5.060548,5.108349,5.060548,5.060548,1.120449,1608225
1963-01-07,5.060548,5.108349,5.009560,5.019120,1.111277,925710
1963-01-08,5.060548,5.143403,5.060548,5.143403,1.138795,1890645
1963-01-09,5.143403,5.194391,5.114723,5.146590,1.139499,2000475
1963-01-10,5.159337,5.213512,5.159337,5.181644,1.147261,1623915
1963-01-11,5.181644,5.197578,5.149777,5.197578,1.150789,1412100
1963-01-14,5.197578,5.286807,5.197578,5.280433,1.169134,2588850
1963-01-15,5.280433,5.328235,5.258126,5.289994,1.171250,2180910
1963-01-16,5.283620,5.283620,5.188018,5.207138,1.152905,1325805
1963-01-17,5.216699,5.286807,5.216699,5.274060,1.167722,1270890
1963-01-18,5.274060,5.296367,5.232632,5.258126,1.164195,894330
1963-01-21,5.258126,5.277247,5.207138,5.277247,1.168428,917865
1963-01-22,5.277247,5.337795,5.277247,5.286807,1.170546,972780
1963-01-23,5.286807,5.309114,5.270873,5.280433,1.169134,690360
1963-01-24,5.280433,5.334608,5.277247,5.302741,1.174073,972780
1963-01-25,5.302741,5.334608,5.277247,5.334608,1.181128,729585
1963-01-28,5.350542,5.411090,5.350542,5.411090,1.198062,1663140
1963-01-29,5.411090,5.411090,5.372849,5.376036,1.190301,776655
1963-01-30,5.376036,5.382409,5.328235,5.347355,1.183950,753120
1963-01-31,5.347355,5.404716,5.328235,5.401530,1.195945,1043385
1963-02-01,5.401530,5.415870,5.391969,5.401530,1.195945,564840
1963-02-04,5.401530,5.407903,5.350542,5.356915,1.186068,658980
1963-02-05,5.356915,5.376036,5.321861,5.366475,1.188466,800190
1963-02-06,5.366475,5.401530,5.331421,5.331421,1.180704,737430
1963-02-07,5.340982,5.385596,5.340982,5.340982,1.182820,682515
1963-02-08,5.340982,5.372849,5.328235,5.353728,1.185644,627600
1963-02-11,5.353728,5.363289,5.325048,5.325048,1.179293,478545
1963-02-12,5.325048,5.334608,5.267686,5.334608,1.181410,957090
1963-02-13,5.334608,5.353728,5.321861,5.321861,1.178587,658980
1963-02-14,5.323454,5.363289,5.323454,5.325048,1.179293,878640
1963-02-15,5.325048,5.350542,5.321861,5.337795,1.182115,596220
1963-02-18,5.337795,5.347355,5.325048,5.326641,1.179645,470700
1963-02-19,5.326641,5.331421,5.280433,5.283620,1.170118,800190
1963-02-20,5.270873,5.270873,5.219885,5.239006,1.160237,941400
1963-02-21,5.239006,5.239006,5.175271,5.229446,1.158121,878640
1963-02-25,5.226259,5.226259,5.149777,5.149777,1.140476,635445
1963-02-26,5.149777,5.216699,5.133843,5.184831,1.148239,847260
1963-02-27,5.184831,5.215105,5.162524,5.165711,1.144005,462855
1963-02-28,5.165711,5.168897,5.086042,5.095602,1.128479,1176750
1963-03-01,5.095602,5.143403,5.063735,5.063735,1.121423,1074765
1963-03-04,5.098789,5.156150,5.098789,5.143403,1.139065,784500
1963-03-05,5.143403,5.143403,5.117909,5.121096,1.134125,478545
1963-03-06,5.121096,5.160931,5.101976,5.160931,1.142947,439320
1963-03-07,5.181644,5.223072,5.181644,5.210325,1.153885,753120
1963-03-08,5.210325,5.223072,5.188018,5.207138,1.153179,415785
1963-03-11,5.207138,5.235819,5.200765,5.203952,1.152475,509925
1963-03-12,5.203952,5.223072,5.191205,5.200765,1.151769,368715
1963-03-13,5.200765,5.229446,5.200765,5.210325,1.153885,478545
1963-03-14,5.210325,5.270873,5.194391,5.226259,1.157415,619755
1963-03-15,5.226259,5.274060,5.207138,5.267686,1.166589,533460
1963-03-18,5.267686,5.296367,5.216699,5.219885,1.156003,486390
1963-03-19,5.219885,5.239006,5.207138,5.226259,1.157415,431475
1963-03-20,5.232632,5.293180,5.232632,5.277247,1.168706,517770
1963-03-21,5.277247,5.289994,5.239006,5.242192,1.160943,831570
1963-03-22,5.242192,5.286807,5.239006,5.280433,1.169412,447165
1963-03-25,5.280433,5.296367,5.270873,5.270873,1.167295,502080
1963-03-26,5.277247,5.328235,5.277247,5.305927,1.175058,847260
1963-03-27,5.325048,5.366475,5.325048,5.366475,1.188466,886485
1963-03-28,5.366475,5.395156,5.353728,5.363289,1.187761,862950
1963-03-29,5.363289,5.382409,5.353728,5.366475,1.188466,502080
1963-04-01,5.366475,5.376036,5.356915,5.366475,1.188466,713895
1963-04-02,5.366475,5.382409,5.321861,5.321861,1.178587,588375
1963-04-03,5.328235,5.388783,5.328235,5.382409,1.191995,541305
1963-04-04,5.417463,5.479605,5.417463,5.466858,1.210698,1357185
1963-04-05,5.478011,5.634162,5.478011,5.634162,1.247749,1670985
1963-04-08,5.669216,5.745698,5.669216,5.731358,1.269274,1663140
1963-04-09,5.731358,5.742511,5.646909,5.669216,1.255513,1294425
1963-04-10,5.669216,5.681963,5.570427,5.638942,1.248808,972780
1963-04-11,5.638942,5.729764,5.611855,5.688337,1.259748,1341495
1963-04-15,5.688337,5.723391,5.646909,5.685150,1.259041,870795
1963-04-16,5.685150,5.701083,5.643722,5.643722,1.249867,682515
1963-04-17,5.643722,5.656469,5.602294,5.615041,1.243514,502080
1963-04-18,5.615041,5.659656,5.615041,5.615041,1.243514,305955
1963-04-19,5.646909,5.736138,5.646909,5.736138,1.270333,800190
1963-04-22,5.774379,5.854047,5.774379,5.825366,1.290093,1184595
1963-04-23,5.825366,5.876354,5.806246,5.876354,1.301385,878640
1963-04-24,5.885915,5.946463,5.885915,5.895475,1.305619,894330
1963-04-25,5.895475,5.927342,5.863607,5.922562,1.311619,729585
1963-04-26,5.922562,5.991077,5.895475,5.991077,1.326791,666825
1963-04-29,5.991077,6.048438,5.946463,5.971957,1.322558,549150
1963-04-30,5.971957,6.003824,5.889101,5.911409,1.309149,910020
1963-05-01,5.911409,5.971957,5.892288,5.927342,1.312677,627600
1963-05-02,5.930529,5.981517,5.930529,5.975143,1.323263,384405
1963-05-03,5.975143,5.976737,5.933716,5.933716,1.314089,321645
1963-05-06,5.924156,5.924156,5.841300,5.841300,1.293622,619755
1963-05-07,5.841300,5.892288,5.831740,5.867192,1.299640,564840
1963-05-08,5.879541,5.991077,5.879541,5.991077,1.327081,776655
1963-05-09,5.991077,6.061185,5.991077,5.997451,1.328493,1176750
1963-05-10,5.997451,6.054812,5.962396,6.054812,1.341200,494235
1963-05-13,6.051625,6.051625,5.994264,6.007011,1.330611,400095
1963-05-14,6.007011,6.022945,5.978330,5.997451,1.328493,470700
1963-05-15,5.997451,6.032505,5.997451,6.016571,1.332729,549150
1963-05-16,6.016571,6.042065,5.978330,5.991077,1.327081,470700
1963-05-17,5.991077,6.048438,5.943276,5.952836,1.318612,478545
1963-05-20,5.952836,5.971957,5.898662,5.898662,1.306611,455010
1963-05-21,5.898662,5.952836,5.889101,5.952836,1.318612,541305
1963-05-22,5.952836,6.042065,5.933716,5.940089,1.315788,353025
1963-05-23,5.940089,5.965583,5.920969,5.920969,1.311553,345180
1963-05-24,5.920969,5.956023,5.889101,5.901848,1.307317,305955
1963-05-27,5.895475,5.895475,5.838113,5.838113,1.293199,478545
1963-05-28,5.860421,5.911409,5.860421,5.863607,1.298845,470700
1963-05-29,5.901848,5.991077,5.901848,5.991077,1.327081,580530
1963-05-31,6.016571,6.099426,6.016571,6.083493,1.347554,1121835
1963-06-03,6.083493,6.102613,6.032505,6.032505,1.336258,886485
1963-06-04,6.032505,6.083493,6.016571,6.042065,1.338376,611910
1963-06-05,6.042065,6.067559,5.984704,5.991077,1.327081,517770
1963-06-06,5.991077,6.016571,5.965583,5.991077,1.327081,305955
1963-06-07,5.991077,5.997451,5.962396,5.968770,1.322140,376560
1963-06-10,5.968770,5.968770,5.889101,5.892288,1.305198,690360
1963-06-11,5.901848,5.962396,5.901848,5.927342,1.312964,290265
1963-06-12,5.927342,5.984704,5.901848,5.968770,1.322140,580530
1963-06-13,5.968770,6.042065,5.889101,5.908222,1.308729,470700
1963-06-14,5.908222,5.936902,5.889101,5.905035,1.308024,353025
1963-06-17,5.905035,5.908222,5.844487,5.854047,1.296728,447165
1963-06-18,5.854047,5.908222,5.844487,5.844487,1.294611,556995
1963-06-19,5.844487,5.860421,5.818993,5.825366,1.290375,682515
1963-06-20,5.825366,5.825366,5.739324,5.796686,1.284023,1239510
1963-06-21,5.799873,5.822180,5.799873,5.806246,1.286141,572685
1963-06-24,5.806246,5.828553,5.723391,5.723391,1.267786,815880
1963-06-25,5.723391,5.793499,5.685150,5.694710,1.261433,706050
1963-06-26,5.694710,5.697897,5.592734,5.592734,1.238845,1302270
1963-06-27,5.592734,5.637349,5.506692,5.535373,1.226139,1427790
1963-06-28,5.551307,5.586361,5.551307,5.560867,1.231786,682515
1963-07-01,5.560867,5.560867,5.430210,5.436584,1.204256,1561155
1963-07-02,5.462078,5.589547,5.462078,5.589547,1.238139,1223820
1963-07-03,5.599108,5.646909,5.599108,5.630975,1.247316,1074765
1963-07-05,5.637349,5.672403,5.637349,5.672403,1.256493,470700
1963-07-08,5.659656,5.659656,5.551307,5.557680,1.231080,627600
1963-07-09,5.557680,5.650096,5.535373,5.619822,1.244846,682515
1963-07-10,5.608668,5.608668,5.548120,5.570427,1.233903,674670
1963-07-11,5.570427,5.608668,5.532186,5.532186,1.225432,643290
1963-07-12,5.532186,5.564054,5.500319,5.500319,1.218373,596220
1963-07-15,5.500319,5.532186,5.470045,5.513066,1.221198,847260
1963-07-16,5.513066,5.554493,5.509879,5.548120,1.228962,831570
1963-07-17,5.548120,5.602294,5.503505,5.519439,1.222609,847260
1963-07-18,5.519439,5.541746,5.474825,5.474825,1.212727,949245
1963-07-19,5.474825,5.487572,5.455704,5.471638,1.212021,745275
1963-07-22,5.471638,5.487572,5.436584,5.455704,1.208491,627600
1963-07-23,5.455704,5.513066,5.439771,5.439771,1.204962,878640
1963-07-24,5.439771,5.493945,5.420650,5.462078,1.209904,658980
1963-07-25,5.462078,5.506692,5.462078,5.468451,1.211315,572685
1963-07-26,5.468451,5.506692,5.468451,5.500319,1.218373,407940
1963-07-29,5.506692,5.525813,5.506692,5.519439,1.222609,345180
1963-07-30,5.548120,5.646909,5.548120,5.646909,1.250845,1137525
1963-07-31,5.646909,5.710644,5.538560,5.538560,1.226845,1192440
1963-08-01,5.538560,5.573614,5.481198,5.544933,1.228256,1027695
1963-08-02,5.544933,5.570427,5.506692,5.506692,1.219785,376560
1963-08-05,5.506692,5.579987,5.500319,5.579987,1.236021,423630
1963-08-06,5.579987,5.634162,5.560867,5.630975,1.247601,855105
1963-08-07,5.630975,5.630975,5.572020,5.572020,1.234538,556995
1963-08-08,5.572020,5.627788,5.538560,5.595921,1.239834,533460
1963-08-09,5.595921,5.666029,5.589547,5.653282,1.252543,706050
1963-08-12,5.672403,5.704270,5.672403,5.678776,1.258191,855105
1963-08-13,5.691523,5.793499,5.691523,5.790312,1.282903,1482705
1963-08-14,5.790312,5.857234,5.742511,5.825366,1.290669,1380720
1963-08-15,5.825366,5.850860,5.787126,5.787126,1.282197,917865
1963-08-16,5.787126,5.825366,5.768005,5.768005,1.277962,455010
1963-08-19,5.768005,5.799873,5.761632,5.761632,1.276549,321645
1963-08-20,5.761632,5.787126,5.691523,5.691523,1.261016,502080
1963-08-21,5.701083,5.736138,5.701083,5.720204,1.267370,298110
1963-08-22,5.720204,5.768005,5.704270,5.768005,1.277962,517770
1963-08-23,5.768005,5.787126,5.710644,5.717017,1.266664,462855
